std_temp,std_pH,conduct,o2,o2sat,co2,hardness,no2,no3,nh4,po4,cl,sio2,kmno4,k2cr2o7,bod,Label1,Label2,Label3,Label4,Label5,Label6,Label7,Label8,Label9,Label10,Label11,Label12,Label13,Label14
0.623343557,22.22065686,4.552775081,2.154051956,1.784955186,2.058999695,4.649767689,0.633359705,0.4294949,1.611648027,0.778892979,3.664360107,3.499910847,4.013370459,4.131492734,4.186989361,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2.08430502,22.520936,4.915138812,1.9055075,1.905139201,4.11799939,4.610362878,0.403047085,0.521529522,2.236056163,0.905199949,2.929417826,3.361300516,1.202659834,1.740582587,1.212722077,0,1,1,0,1,1,1,1,0,0,0,0,0,1
3.993294664,22.22065686,3.614345931,1.449842663,1.776052666,8.896432644,3.743457038,0.80609417,0.184069243,0.092817426,0.189460454,1.57339756,4.123657335,1.553998662,1.506273392,1.451725698,0,1,0,1,1,1,0,1,0,0,0,0,0,1
2.142743478,21.92037771,2.936075358,3.27250201,3.293932263,4.778433254,4.137505147,0.46062524,1.595266773,0.177196903,0.210511616,1.356020266,2.980122107,0.770242815,0.449491108,0.672750933,0,0,1,0,1,1,1,0,0,0,0,0,0,1
2.84400498,22.22065686,3.103320157,0.869905598,0.94811834,2.719433559,4.373934013,0.34546893,0.184069243,0.185634851,0.421023232,1.231804669,2.910816942,0.783755847,0.626418458,0.451451284,0,0,0,1,0,1,0,1,0,0,0,0,0,1
0.876576877,22.520936,3.121902912,3.976711304,3.405213758,2.058999695,3.82226666,0.403047085,2.945107888,0.30376612,0.021051162,2.080611247,4.366225413,1.499946535,1.200236894,0.708158877,0,1,0,0,1,1,1,1,0,0,0,0,0,1
1.324605059,22.520936,3.084737402,4.183831684,3.801375882,2.058999695,3.664647416,0.46062524,1.779336016,0.244700486,0.294716262,1.521641062,3.361300516,1.040503452,1.061564105,0.840938667,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3.155676759,21.92037771,2.945366736,1.615538967,1.825016524,2.719433559,3.743457038,4.375939778,2.116796295,0.641284032,0.442074393,1.242155969,3.049427273,1.324277121,1.324564221,0.796678737,0,0,0,0,1,1,0,1,0,0,0,0,0,0
1.012933281,23.42177344,4.227576861,3.521046467,3.071369272,0.971226271,4.807386933,0.69093786,1.994083466,0.118131269,0.442074393,3.519441911,3.118732438,1.945876586,2.43872835,1.619913431,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.960881897,21.62009856,2.917492603,0.124272228,0.137989054,6.138150034,3.231194496,0.633359705,0.092034622,4.484769248,1.220967373,0.921265677,4.366225413,2.621528178,2.596528419,3.930281768,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3.779020316,21.31981942,6.197348936,0.041424076,0.048963858,8.896432644,4.807386933,0.46062524,0,8.437947786,1.936706867,6.562724034,5.197887396,2.513423924,4.590547482,3.514238427,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0.740220474,23.1214943,3.911670018,5.92364288,4.980959732,0,3.42821855,0.403047085,2.178152709,0.468306102,0.357869747,2.929417826,4.158309917,0.648625529,0.726836685,0.354079439,0,0,0,1,0,0,0,1,1,1,0,0,1,1
2.103784506,23.42177344,3.047571891,4.266679836,4.277660682,0.815830068,3.82226666,0.403047085,3.834775896,0.236262538,0.820995302,2.422204139,4.435530578,0.472956115,0.549909334,0.123927803,1,0,0,1,1,1,1,1,1,0,1,0,1,1
4.01277415,22.82121515,3.01040638,3.189653858,3.917108637,3.846056034,3.388813739,0.69093786,1.871370637,0.160321008,0.421023232,1.821828754,6.410727789,1.432381376,1.095036847,0.185891705,0,0,0,0,1,0,1,1,1,1,1,0,1,1
1.090851225,22.82121515,2.954658114,4.639496521,4.09070777,0.699282915,3.191789685,0.748516015,4.110879761,0.257357407,0.273665101,2.339393741,4.1929625,0.797268879,0.626418458,0.354079439,0,0,1,1,1,0,1,1,1,0,1,0,1,1
3.701102371,23.42177344,3.707259709,3.686742771,4.397844697,0.971226271,3.743457038,3.281954833,1.073737251,1.189750638,0.673637171,2.494663237,2.633596281,0.648625529,0.860727653,0.433747312,0,0,1,0,0,1,0,1,1,0,0,0,0,0
1.305125573,23.72205259,3.679385575,5.633674347,5.110046267,0.815830068,3.743457038,0.57578155,2.239509123,0.337517911,0.189460454,2.515365836,4.782056405,0.648625529,0.301254678,0.531119158,0,0,0,1,1,1,0,0,1,1,0,0,1,0
4.908830513,22.22065686,5.723488673,0.95275375,1.264157787,2.719433559,3.82226666,0.518203395,0.092034622,1.662275714,2.484037068,3.343469816,4.400877996,0.999964357,1.118945949,1.549097544,0,0,0,1,0,1,1,1,0,0,0,0,0,0
0.623343557,23.72205259,1.718904877,5.882218804,4.869678237,0.699282915,1.930835735,0.11515631,1.41119753,0.071722556,0.021051162,1.428479364,4.366225413,0.36485186,0.272563757,0.177039719,0,0,0,0,1,0,1,1,0,0,0,0,1,0
3.662143399,21.62009856,1.914023809,2.195476032,2.608438251,7.536715865,2.049050168,0.57578155,1.533910359,0.160321008,0.357869747,1.211102069,6.480032954,1.337790153,1.047218644,0.097371846,0,0,0,0,0,1,0,0,1,0,0,0,1,1
0.935015336,22.520936,2.016228964,4.432376141,3.82808344,2.058999695,2.285479034,0.403047085,3.834775896,0.042189739,0.063153485,1.59410016,5.613718388,0.851321006,0.435145647,0.061963902,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1.012933281,22.82121515,1.765361766,4.556648369,3.974975014,0.543886712,1.930835735,0.46062524,0.337460279,0.135007165,0.189460454,1.490587162,4.678098657,0.891860102,0.64554574,0.132779789,0,0,0,1,1,0,0,1,1,0,0,0,1,1
3.194635731,21.31981942,1.774653144,2.651140869,3.004600375,4.506489898,2.12785979,0.172734465,0.337460279,0.088598452,0.189460454,0.869509178,3.153385021,1.459407439,0.98027316,0.46030327,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2.921922925,24.92316918,1.941897943,4.266679836,4.696079104,0,2.521907899,0.11515631,1.104415458,0.046408713,0.063153485,0.279485093,1.420755888,0.229721541,0.16736371,0.132779789,1,0,0,1,1,1,0,0,0,0,0,0,1,0
1.811592213,24.02233174,2.490089228,4.142407608,4.006133833,0,3.231194496,0.172734465,1.319162908,0.113912295,0.063153485,0.39334939,2.252417872,0.432417019,0.372981983,0.08851986,1,1,0,0,1,1,0,0,1,0,1,0,0,0
1.42200249,24.62289003,2.443632339,4.598072445,4.233148084,0,3.152384874,0.11515631,1.41119753,0.088598452,0.105255808,0.40370069,1.663323967,0.310799732,0.420800186,0.070815888,0,0,0,0,1,1,0,0,1,0,0,0,0,0
1.67523581,23.72205259,2.202056519,4.722344673,4.491321153,0.427339559,3.42821855,2.360704354,1.441875737,0.063284608,0.147358131,0.41405199,1.732629132,0.351338828,0.473400209,0.132779789,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3.642663913,24.92316918,1.848984165,3.645318695,4.32217328,0,2.403693466,0.287890775,1.043059044,0.109693321,0.084204646,0.320890292,1.663323967,0.567547338,0.745963966,0.230151635,0,0,0,0,1,1,0,1,1,1,0,1,0,0
0.701261502,24.32261088,2.527254739,5.467978043,4.575895089,0,3.310004118,0.172734465,1.564588566,0.084379478,0.084204646,0.77634748,1.282145558,0.256747605,0.119545507,0.194743691,0,1,0,0,1,1,0,0,1,1,1,0,0,0
3.233594703,24.32261088,2.099851364,4.183831684,4.758396742,0,2.99476563,0.172734465,1.380519323,0.050627687,0.063153485,0.424403289,1.31679814,0.256747605,0.310818319,0.256707593,0,0,0,0,1,1,0,1,1,0,1,0,0,1
2.960881897,23.1214943,1.802527277,4.142407608,4.580346349,0,2.285479034,0.23031262,0.674920558,0.080160504,0.063153485,0.217377295,1.559366219,0.324312764,0.463836568,0.283263551,0,0,1,0,1,1,0,0,1,0,0,0,0,1
0.740220474,23.1214943,2.666625404,5.17800951,4.353332099,0.349641458,3.270599307,0.11515631,1.932727052,0.0970364,0.147358131,0.641780584,1.801934297,0.432417019,0.339509241,0.203595677,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3.369951106,25.22344832,1.83040141,4.432376141,5.114497527,0,2.12785979,0.11515631,0.858989801,0.080160504,0.357869747,0.289836393,1.282145558,0.270260637,0.296472858,0.239003621,0,1,0,1,1,0,0,0,0,0,0,0,0,0
0.584384585,24.02233174,2.787413315,5.219433586,4.295465721,0.699282915,3.664647416,0.172734465,1.687301394,0.0970364,0.252613939,0.476159788,2.148460124,0.297286701,0.353854702,0.177039719,0,0,0,0,1,1,0,0,1,0,1,0,0,0
0.973974308,24.02233174,1.700322122,5.260857662,4.56699257,0,2.99476563,0.172734465,1.319162908,0.113912295,0.021051162,0.258782493,1.801934297,0.283773669,0.234309194,0.185891705,0,0,0,0,1,1,0,0,0,0,1,0,0,1
3.954335691,24.02233174,2.016228964,3.521046467,4.299916981,0,2.56131271,2.245548044,0.981702629,0.084379478,0.042102323,0.331241592,1.386103306,0.297286701,0.272563757,0.230151635,1,0,1,0,1,1,0,0,1,0,1,0,0,0
3.701102371,24.62289003,1.867566921,3.811015,4.544736271,0,2.718931954,0.172734465,1.135093665,0.122350243,0.021051162,0.289836393,1.975197211,0.36485186,0.239091015,0.177039719,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1.811592213,24.32261088,2.332135807,4.308103913,4.166379186,0,3.112980063,0.11515631,1.380519323,0.101255373,0.063153485,0.320890292,2.287070454,0.378364892,0.215181913,0.115075818,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.973974308,24.32261088,2.508671983,5.882218804,5.105595007,0,3.112980063,0.172734465,1.503232151,0.067503582,0.168409293,0.734942281,1.282145558,1.918850522,0.98027316,0.239003621,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3.272553676,25.22344832,2.081268608,4.142407608,4.731689183,0,2.99476563,0.057578155,1.135093665,0.042189739,0.021051162,0.372646791,1.212840393,0.36485186,0.310818319,0.433747312,0,0,0,1,1,1,1,1,1,0,1,0,0,1
1.012933281,23.1214943,2.508671983,5.467978043,4.771750521,0,3.152384874,0.11515631,1.748657809,0.092817426,0.105255808,0.558970186,1.905892045,0.243234573,0.310818319,0.230151635,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4.129651067,24.02233174,1.941897943,3.603894619,4.473516114,0,2.521907899,0.287890775,0.828311594,0.054846661,0.042102323,0.310538992,1.31679814,0.324312764,0.32516378,0.150483761,1,1,0,0,1,1,0,0,1,0,1,1,0,0
3.038799842,25.52372747,1.802527277,4.473800217,4.985410992,0,2.482503088,0.172734465,0.951024422,0.046408713,0.063153485,0.227728594,1.282145558,0.256747605,0.133890968,0.177039719,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.954335691,24.92316918,1.867566921,3.852439076,4.704981624,0,2.364288655,0.11515631,1.135093665,0.054846661,0.042102323,0.279485093,1.490061054,0.351338828,0.205618273,0.177039719,0,1,1,0,1,1,0,1,1,0,0,0,0,1
1.753153755,24.32261088,2.322844429,4.22525576,4.055097691,0,3.073575252,0.11515631,1.41119753,0.0970364,0.063153485,0.310538992,2.391028202,0.418903987,0.32516378,0.070815888,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1.227207628,24.92316918,2.378592695,4.680920597,4.201989265,0,3.073575252,0.11515631,1.472553944,0.088598452,0.063153485,0.40370069,1.732629132,0.337825796,0.48774567,0.079667874,0,1,1,0,1,0,0,0,1,0,1,0,0,0
1.714194782,23.72205259,2.053394475,4.639496521,4.433454775,0.427339559,3.152384874,0.172734465,1.533910359,0.067503582,0.168409293,0.445105889,1.871239463,0.324312764,0.473400209,0.132779789,0,0,0,1,1,1,0,0,1,0,0,0,0,0
0.681782016,24.32261088,2.48079785,5.965066956,4.976508473,0,3.152384874,0.23031262,1.748657809,0.080160504,0.210511616,0.662483183,1.282145558,0.310799732,0.267781936,0.177039719,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3.311512648,24.32261088,2.03481172,3.935287228,4.513577452,0,2.915956008,0.11515631,1.288484701,0.054846661,0.12630697,0.362295491,1.282145558,0.297286701,0.310818319,0.194743691,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3.116717786,22.82121515,1.867566921,4.100983532,4.611505168,0,2.206669412,0.69093786,1.012380837,0.067503582,0.12630697,0.217377295,1.801934297,0.527008242,0.387327444,0.221299649,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.75969996,21.31981942,2.462215095,5.675098423,4.785104301,0.271943356,3.152384874,0.11515631,1.871370637,0.084379478,0.063153485,0.579672785,1.905892045,0.378364892,0.172145531,0.247855607,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3.740061344,24.62289003,1.895441054,3.976711304,4.758396742,0,2.167264601,0.11515631,0.858989801,0.07594153,0.063153485,0.258782493,1.386103306,0.310799732,0.200836452,0.194743691,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.584384585,24.02233174,2.731665048,5.592250271,4.602602648,0.699282915,3.546432983,0.172734465,1.748657809,0.059065634,0.357869747,0.517564987,2.252417872,0.310799732,0.133890968,0.194743691,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4.246527984,24.02233174,1.997646209,3.562470543,4.469064854,0,2.521907899,0.34546893,1.165771872,0.063284608,0.105255808,0.279485093,1.282145558,0.310799732,0.243872835,0.256707593,0,0,1,0,1,1,1,0,1,0,0,0,0,0
0.973974308,24.02233174,1.663156611,5.053737282,4.384490917,0,2.876551197,0.172734465,1.227128287,0.105474347,0.063153485,0.300187692,1.940544628,0.283773669,0.248654655,0.132779789,1,1,0,1,1,1,0,0,1,0,0,0,0,0
3.934856205,24.62289003,2.025520342,4.100983532,4.998764772,0,2.521907899,0.172734465,0.981702629,0.118131269,0.021051162,0.269133793,1.732629132,0.391877924,0.272563757,0.221299649,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2.006387075,23.42177344,2.620168516,4.846616902,4.80290934,0.543886712,4.176909958,0.23031262,3.343924582,0.118131269,0.063153485,0.610726685,2.841511777,0.378364892,0.48296385,0.194743691,1,0,1,0,1,1,0,1,0,0,1,0,0,1
2.103784506,24.02233174,2.833870203,4.722344673,4.736140443,0.349641458,3.546432983,0.172734465,2.454256574,0.143445112,0.105255808,0.600375385,1.905892045,0.378364892,0.468618389,0.283263551,0,0,1,1,1,1,1,1,0,0,1,0,0,0
1.090851225,24.02233174,3.140485668,7.124941086,6.280727598,0,3.901076281,0.287890775,3.129177131,0.160321008,0.105255808,0.983373475,1.490061054,0.324312764,0.396891084,0.407191354,0,0,0,1,1,1,0,1,1,0,1,0,0,0
1.266166601,23.72205259,2.880327092,6.420731793,5.791089019,0,3.704052227,0.23031262,2.975786096,0.139226138,0.168409293,0.745293581,1.975197211,0.378364892,0.315600139,0.362931424,0,1,1,0,1,1,0,1,1,0,1,0,0,0
3.973815177,25.52372747,2.304261673,5.095161358,6.236215,0,2.837146387,0.287890775,1.717979602,0.07594153,0.084204646,0.269133793,1.490061054,0.36485186,0.272563757,0.336375467,1,0,0,1,1,1,0,1,0,0,0,0,0,0
1.363564031,23.42177344,3.642220065,7.000668858,6.396460353,0,4.965006176,0.172734465,4.908513147,0.088598452,0.357869747,0.879860478,0.138610331,0.378364892,0.282127397,0.274411565,1,1,1,1,1,1,0,1,0,0,1,1,0,0
4.51924079,24.02233174,2.369301317,4.888040978,6.280727598,0,3.034170441,0.287890775,1.902048845,0.084379478,0.12630697,0.486511088,1.31679814,0.310799732,0.358636522,0.354079439,1,1,0,1,1,0,0,1,1,0,0,0,0,1
1.792112727,23.42177344,2.044103097,4.639496521,4.477967373,0.427339559,3.112980063,0.23031262,1.595266773,0.063284608,0.12630697,0.40370069,1.83658688,0.540521274,0.468618389,0.150483761,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1.733674269,24.62289003,2.313553051,4.22525576,4.046195171,0,3.073575252,0.11515631,1.41119753,0.101255373,0.084204646,0.351944191,2.391028202,0.283773669,0.401672905,0.097371846,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1.344084545,24.62289003,2.406466828,4.639496521,4.228696824,0,3.349408929,0.11515631,1.717979602,0.088598452,0.063153485,0.445105889,1.767281715,0.324312764,0.688582122,0.194743691,0,0,0,0,1,1,1,1,1,0,0,0,0,0
0.701261502,24.32261088,2.648042649,5.550826195,4.642663987,0,3.310004118,0.172734465,2.546291195,0.088598452,0.084204646,0.734942281,1.386103306,0.351338828,0.215181913,0.230151635,0,1,0,0,1,1,0,1,1,0,0,0,0,1
3.311512648,24.02233174,2.03481172,3.976711304,4.56254131,0,2.915956008,0.11515631,1.19645008,0.042189739,0.021051162,0.424403289,1.282145558,0.310799732,0.272563757,0.239003621,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3.194635731,23.42177344,1.700322122,4.142407608,4.696079104,0.271943356,2.12785979,0.403047085,1.043059044,0.071722556,0.189460454,0.248431194,1.83658688,0.378364892,0.425582006,0.398339368,0,0,1,0,0,1,0,0,1,0,0,0,0,1
3.779020316,24.92316918,1.886149676,4.556648369,5.475049572,0,2.246074223,0.11515631,0.920346215,0.084379478,0.063153485,0.238079894,1.386103306,0.36485186,0.301254678,0.398339368,0,1,0,1,1,1,0,0,0,0,0,0,0,0
0.584384585,24.62289003,2.722373671,5.592250271,4.602602648,0.271943356,3.625242605,0.34546893,1.84069243,0.0970364,0.231562778,0.496862387,2.183112707,0.283773669,0.205618273,0.300967523,0,1,0,1,1,1,0,0,0,0,1,0,0,1
0.740220474,22.82121515,2.471506472,5.343705815,4.495772413,0,3.152384874,0.172734465,2.147474502,0.071722556,0.105255808,0.631429284,1.732629132,0.405390955,0.267781936,0.300967523,0,0,0,0,1,1,0,0,1,0,0,0,0,0
1.012933281,24.02233174,1.653865233,5.343705815,4.660469026,0,2.955360819,0.172734465,1.564588566,0.088598452,0.084204646,0.320890292,2.044502376,0.324312764,0.224745554,0.159335747,1,1,1,1,1,1,1,0,1,0,0,0,0,1
4.129651067,24.02233174,1.895441054,3.769590923,4.678274065,0,2.56131271,0.23031262,1.073737251,0.059065634,0.105255808,0.279485093,1.143535227,0.337825796,0.306036499,0.221299649,0,0,0,0,1,1,0,0,1,0,0,0,0,1
2.025866561,24.02233174,2.833870203,3.976711304,3.948267455,0,3.940481092,0.633359705,2.975786096,0.333298938,0.315767424,0.734942281,3.707826343,0.486469146,0.48774567,0.185891705,0,0,1,0,1,0,0,0,0,1,1,0,1,1
1.344084545,24.62289003,3.056863268,4.929465054,4.491321153,0,3.743457038,0.633359705,3.25188996,0.438773285,0.231562778,0.745293581,2.564291116,0.418903987,0.631200279,0.256707593,0,0,1,0,1,0,0,0,0,1,1,0,1,1
1.207728142,24.62289003,3.512140776,6.793548477,6.080420907,0,4.216314769,0.46062524,3.46663741,0.898641439,0.189460454,1.293912467,2.287070454,0.608086433,0.693363943,0.513415186,0,0,0,0,0,1,0,0,0,1,1,0,1,1
4.597158735,25.22344832,2.490089228,4.97088913,6.432070432,0,2.837146387,1.266719409,1.503232151,0.312204068,0.39997207,0.39334939,1.975197211,0.459443083,0.315600139,0.486859228,1,0,1,0,1,0,0,0,1,1,1,0,0,0
0.66230253,24.62289003,3.224108067,7.124941086,5.929078073,0,4.176909958,0.34546893,2.914429681,0.232043564,0.252613939,0.80740138,2.633596281,0.486469146,0.597727537,0.433747312,1,0,0,0,1,1,0,1,0,0,1,0,1,1
1.110330711,23.72205259,3.270564956,5.17800951,4.575895089,0,4.098100336,0.23031262,3.282568167,0.232043564,0.168409293,0.80740138,2.806859194,0.432417019,0.588163896,0.194743691,0,0,1,0,1,0,1,0,0,0,1,0,0,0
